List,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
3047,EVFTC,Eaton Vance NextShares Trust II,100.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evftc
3048,OKDCC,Eaton Vance NextShares Trust II,100.13,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/okdcc
3049,EVSTC,Eaton Vance Stock NextShares,100.02,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evstc
3050,EVLMC,Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShar,100.06,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evlmc
3051,EBAYL,eBay Inc.,26.69,0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebayl
3052,ELECW,Electrum Special Acquisition Corporation,0.36,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecw
3053,NDRAW,ENDRA Life Sciences Inc.,1.04,0,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ndraw
3054,ESTRW,"Estre Ambiental, Inc.",0.75,0,n/a,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/estrw
3055,ITEQ,ETF Managers Trust BlueStar TA-BIGITech Israel Technology ETF,32.774,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iteq
3056,EYEGW,"Eyegate Pharmaceuticals, Inc.",0.1497,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eyegw
3057,FSACU,Federal Street Acquisition Corp.,10.23,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fsacu
3058,FSACW,Federal Street Acquisition Corp.,1.1,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fsacw
3059,FNTEU,FinTech Acquisition Corp. II,10.46,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fnteu
3060,FNTEW,FinTech Acquisition Corp. II,1.23,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fntew
3061,FFBCW,First Financial Bancorp.,15.97,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbcw
3062,INBKL,First Internet Bancorp,25.97,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbkl
3063,FBIOP,"Fortress Biotech, Inc.",22.8801,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fbiop
3064,FMCIR,Forum Merger Corporation,0.68,0,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/fmcir
3065,FMCIU,Forum Merger Corporation,10.9,0,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/fmciu
3066,FMCIW,Forum Merger Corporation,0.685,0,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/fmciw
3067,FTRPR,Frontier Communications Corporation,11.43,0,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ftrpr
3068,FOANC,Gabelli NextShares Trust,100.04,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/foanc
3069,MOGLC,Gabelli NextShares Trust,100.04,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/moglc
3070,GFNCP,General Finance Corporation,100,0,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/gfncp
3071,GFNSL,General Finance Corporation,25.35,0,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/gfnsl
3072,GLADN,Gladstone Capital Corporation,25.65,0,n/a,n/a,Consumer Non-Durables,Textiles,http://www.nasdaq.com/symbol/gladn
3073,GOODM,Gladstone Commercial Corporation,25.95,0,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/goodm
3074,GAINM,Gladstone Investment Corporation,25.7795,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gainm
3075,GAINN,Gladstone Investment Corporation,25.56,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gainn
3076,GAINO,Gladstone Investment Corporation,25.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gaino
3077,LANDP,Gladstone Land Corporation,25.99,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/landp
3078,GBLIL,Global Indemnity Limited,25.9,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/gblil
3079,GBLIZ,Global Indemnity Limited,25.8126,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/gbliz
3080,GPACU,Global Partner Acquisition Corp.,10.9,0,n/a,2015,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/gpacu
3081,GPACW,Global Partner Acquisition Corp.,1.07,0,n/a,2015,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/gpacw
3082,KRMA,Global X Conscious Companies ETF,19.79,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krma
3083,FINX,Global X FinTech ETF,22.95,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/finx
3084,BFIT,Global X Health & Wellness Thematic ETF,16.73,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfit
3085,SNSR,Global X Internet of Things ETF,20.28,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snsr
3086,LNGR,Global X Longevity Thematic ETF,19.9494,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lngr
3087,EFAS,Global X MSCI SuperDividend EAFE ETF,18.56,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/efas
3088,BOTZ,Global X Robotics & Artificial Intelligence ETF,25.12,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/botz
3089,CATH,Global X S&P 500 Catholic Values ETF,33.71,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cath
3090,ALTY,Global X SuperDividend Alternatives ETF,15.3886,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/alty
3091,GMLPP,Golar LNG Partners LP,26.11,0,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/gmlpp
3092,GSHTU,"Gores Holdings II, Inc.",10.4257,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/gshtu
3093,GSHTW,"Gores Holdings II, Inc.",1.6,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/gshtw
3094,GOVNI,Government Properties Income Trust,25.5301,0,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/govni
3095,GECCL,Great Elm Capital Corp.,25.65,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/geccl
3096,GTYHU,"GTY Technology Holdings, Inc.",10.32,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/gtyhu
3097,GTYHW,"GTY Technology Holdings, Inc.",1.3,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/gtyhw
3098,HBHCL,Hancock Holding Company,25.902,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbhcl
3099,HJLI,"Hancock Jaffe Laboratories, Inc.",n/a,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hjli
3100,HCAPZ,Harvest Capital Credit Corporation,25.5801,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hcapz
3101,HYACU,Haymaker Acquisition Corp.,9.98,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/hyacu
3102,HYACW,Haymaker Acquisition Corp.,0.8,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/hyacw
3103,TWNKW,"Hostess Brands, Inc.",2.34,0,n/a,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/twnkw
3104,HUNTU,Hunter Maritime Acquisition Corp.,9.87,0,n/a,2016,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/huntu
3105,HUNTW,Hunter Maritime Acquisition Corp.,0.31,0,n/a,2017,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/huntw
3106,HBANN,Huntington Bancshares Incorporated,25.6011,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbann
3107,HBANP,Huntington Bancshares Incorporated,1385.07,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbanp
3108,IAMXR,I-AM Capital Acquisition Company,0.3,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/iamxr
3109,IAMXW,I-AM Capital Acquisition Company,0.2601,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/iamxw
3110,IBKCO,IBERIABANK Corporation,27.6001,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkco
3111,IBKCP,IBERIABANK Corporation,28.0492,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkcp
3112,IMRNW,Immuron Limited,1.2575,0,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imrnw
3113,INDUU,Industrea Acquisition Corp.,10.1,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/induu
3114,INDUW,Industrea Acquisition Corp.,0.44,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/induw
3115,IVENC,Ivy NextShares,100.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivenc
3116,IVFGC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfgc
3117,IVFVC,Ivy NextShares,99.99,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfvc
3118,SGQI,Janus Henderson SG Global Quality Income ETF,29.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgqi
3119,JASNW,"Jason Industries, Inc.",0.0199,0,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasnw
3120,JSYNR,Jensyn Acquistion Corp.,0.38,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynr
3121,JSYNU,Jensyn Acquistion Corp.,10.8,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynu
3122,JSYNW,Jensyn Acquistion Corp.,0.299,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynw
3123,WYIGW,JM Global Holding Company,0.21,0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw
3124,KAACU,Kayne Anderson Acquisition Corp.,10.01,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaacu
3125,KAACW,Kayne Anderson Acquisition Corp.,0.9,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaacw
3126,KBLMR,KBL Merger Corp. IV,0.3399,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblmr
3127,KBLMU,KBL Merger Corp. IV,10.18,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblmu
3128,KBLMW,KBL Merger Corp. IV,0.25,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblmw
3129,KCAPL,"KCAP Financial, Inc.",25.21,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kcapl
3130,KTOVW,Kitov Pharmaceuticals Holdings Ltd.,0.77,0,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw
3131,LCAHU,"Landcadia Holdings, Inc.",10.56,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahu
3132,LCAHW,"Landcadia Holdings, Inc.",0.68,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahw
3133,LMRKO,Landmark Infrastructure Partners LP,25.18,0,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrko
3134,LMRKP,Landmark Infrastructure Partners LP,25.2884,0,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrkp
3135,EDBI,Legg Mason Emerging Markets Diversified Core ETF,34.1197,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/edbi
3136,INFR,Legg Mason Global Infrastructure ETF,29.556,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/infr
3137,LVHD,Legg Mason Low Volatility High Dividend ETF,31.46,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lvhd
3138,SQLV,Legg Mason Small-Cap Quality Value ETF,27.34,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqlv
3139,LACQ,Leisure Acquisition Corp.,n/a,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/lacq
3140,LACQU,Leisure Acquisition Corp.,9.97,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/lacqu
3141,LACQW,Leisure Acquisition Corp.,0.55,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/lacqw
3142,BATRA,Liberty Media Corporation,22.27,0,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batra
3143,FWONA,Liberty Media Corporation,32.41,0,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/fwona
3144,LSXMA,Liberty Media Corporation,39.94,0,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxma
3145,LSXMB,Liberty Media Corporation,39.21,0,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmb
3146,LINDW,Lindblad Expeditions Holdings Inc. ,1.4,0,n/a,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lindw
3147,LMFAW,"LM Funding America, Inc.",0.06,0,n/a,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfaw
3148,CNCR,Loncar Cancer Immunotherapy ETF,24.89,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cncr
3149,LBCC,Long Blockchain Corp.,5.04,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lbcc
3150,MACQU,"M I Acquisitions, Inc.",10.62,0,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/macqu
3151,MACQW,"M I Acquisitions, Inc.",0.38,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/macqw
3152,MIIIU,M III Acquisition Corp.,10.9,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miiiu
3153,MIIIW,M III Acquisition Corp.,0.95,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miiiw
3154,MPACU,Matlin & Partners Acquisition Corporation,10.15,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/mpacu
3155,MPACW,Matlin & Partners Acquisition Corporation,0.435,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/mpacw
3156,MBFIO,MB Financial Inc.,26.3,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfio
3157,MFINL,Medallion Financial Corp.,25.76,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mfinl
3158,MRDNW,"Meridian Waste Solutions, Inc",0.13,0,n/a,n/a,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/mrdnw
3159,MICTW,"Micronet Enertec Technologies, Inc.",0.0901,0,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mictw
3160,MINDP,"Mitcham Industries, Inc.",23.119,0,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mindp
3161,MMDMR,Modern Media Acquisition Corp.,0.45,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/mmdmr
3162,MMDMU,Modern Media Acquisition Corp.,10.4,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/mmdmu
3163,MMDMW,Modern Media Acquisition Corp.,0.48,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/mmdmw
3164,MSDIW,"Monster Digital, Inc.",0.1,0,n/a,2016,Technology,Electronic Components,http://www.nasdaq.com/symbol/msdiw
3165,MTFBW,Motif Bio plc,4.54,0,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtfbw
3166,MYNDW,"MYnd Analytics, Inc.",0.5367,0,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/myndw
3167,NESRW,National Energy Services Reunited Corp.,0.82,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/nesrw
3168,NGHCN,National General Holdings Corp,24.92,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghcn
3169,NGHCO,National General Holdings Corp,24.62,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghco
3170,NGHCZ,National General Holdings Corp,25.5882,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nghcz
3171,NHLDW,National Holdings Corporation,0.7,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/nhldw
3172,ISM,Navient Corporation,25.04,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ism
3173,JSM,Navient Corporation,23.11,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jsm
3174,NUROW,"NeuroMetrix, Inc.",0.0397,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nurow
3175,NYMTN,"New York Mortgage Trust, Inc.",24.83,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nymtn
3176,NYMTO,"New York Mortgage Trust, Inc.",24.6952,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nymto
3177,NYMTP,"New York Mortgage Trust, Inc.",25.005,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nymtp
3178,NEWTL,Newtek Business Services Corp.,25.4102,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/newtl
3179,NEWTZ,Newtek Business Services Corp.,26.67,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/newtz
3180,NXEOU,"Nexeo Solutions, Inc.",10.0982,0,n/a,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/nxeou
3181,NXEOW,"Nexeo Solutions, Inc.",0.74,0,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/nxeow
3182,NEXTW,NextDecade Corporation,0.6498,0,n/a,2015,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/nextw
3183,NXTDW,NXT-ID Inc.,0.6513,0,n/a,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/nxtdw
3184,OCSLL,Oaktree Specialty Lending Corporation,25.21,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ocsll
3185,OSBCP,"Old Second Bancorp, Inc.",10.4008,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbcp
3186,ONSIW,"Oncobiologics, Inc.",0.0299,0,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onsiw
3187,ONSIZ,"Oncobiologics, Inc.",0.02,0,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onsiz
3188,ONTXW,"Onconova Therapeutics, Inc.",0.55,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ontxw
3189,OPGNW,"OpGen, Inc.",0.041,0,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/opgnw
3190,OACQR,Origo Acquisition Corporation,0.5899,0,n/a,2015,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/oacqr
3191,OACQU,Origo Acquisition Corporation,11.01,0,n/a,2014,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/oacqu
3192,OACQW,Origo Acquisition Corporation,0.46,0,n/a,2015,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/oacqw
3193,OSPR,Osprey Energy Acquisition Corp.,9.65,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/ospr
3194,OSPRU,Osprey Energy Acquisition Corp.,10.03,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/ospru
3195,OSPRW,Osprey Energy Acquisition Corp.,0.7,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/osprw
3196,OXBRW,Oxbridge Re Holdings Limited,0.2,0,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/oxbrw
3197,OXLCM,Oxford Lane Capital Corp.,25.2298,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oxlcm
3198,OXLCO,Oxford Lane Capital Corp.,25.31,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oxlco
3199,PAVMW,PAVmed Inc.,0.5,0,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pavmw
3200,WRLSR,Pensare Acquisition Corp.,0.5,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/wrlsr
3201,WRLSU,Pensare Acquisition Corp.,10.36,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/wrlsu
3202,WRLSW,Pensare Acquisition Corp.,0.5499,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/wrlsw
3203,PBCTP,"People&#39;s United Financial, Inc.",27.97,0,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pbctp
3204,BPOPM,"Popular, Inc.",22.6,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpopm
3205,RETA,"Reata Pharmaceuticals, Inc.",27.08,0,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reta
3206,RIBTW,RiceBran Technologies,0.1306,0,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribtw
3207,RCKT,"Rocket Pharmaceuticals, Inc.",12.5,0,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/rckt
3208,ROSEU,Rosehill Resources Inc.,11.26,0,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/roseu
3209,ROSEW,Rosehill Resources Inc.,0.93,0,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rosew
3210,RXIIW,RXi Pharmaceuticals Corporation,0.1,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxiiw
3211,SANW,S&W Seed Company,3.9,0,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw
3212,SCACU,Saban Capital Acquisition Corp.,10.52,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scacu
3213,SCACW,Saban Capital Acquisition Corp.,1.26,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scacw
3214,GCVRZ,Sanofi,0.38,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
3215,SBFGP,"SB Financial Group, Inc.",18.5,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfgp
3216,SHIPW,Seanergy Maritime Holdings Corp,0.225,0,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/shipw
3217,SHLDW,Sears Holdings Corporation,0.49,0,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shldw
3218,EYESW,"Second Sight Medical Products, Inc.",0.8812,0,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyesw
3219,SNHNI,Senior Housing Properties Trust,25.2,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snhni
3220,SNHNL,Senior Housing Properties Trust,26.45,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snhnl
3221,SRTSW,"Sensus Healthcare, Inc.",0.63,0,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srtsw
3222,STNL,Sentinel Energy Services Inc.,n/a,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/stnl
3223,STNLU,Sentinel Energy Services Inc.,9.9,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/stnlu
3224,STNLW,Sentinel Energy Services Inc.,n/a,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/stnlw
3225,SGLBW,"Sigma Labs, Inc.",0.6583,0,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/sglbw
